Journal,Volume,Year,Issue,Title,Authors,FileName,URL,DOI
J of Congnitive Neuroscience,18,2006,1,The Representation of Polysemy: MEG Evidence,,Pylkkänen et al_The Representation of Polysemy MEG Evidence_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250003,https://doi.org/10.1162/089892906775250003
J of Congnitive Neuroscience,18,2006,1,An Onset Advantage without a Preview Benefit: Neuropsychological Evidence Separating Onset and Preview Effects in Search,,Humphreys et al_An Onset Advantage without a Preview Benefit Neuropsychological Evidence Separating Onset and Preview Effects in Search_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250076,https://doi.org/10.1162/089892906775250076
J of Congnitive Neuroscience,18,2006,1,Morphological Processing in a Second Language: Behavioral and Event-related Brain Potential Evidence for Storage and Decomposition,,Hahne et al_Morphological Processing in a Second Language Behavioral and Event-related Brain Potential Evidence for Storage and Decomposition_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250067,https://doi.org/10.1162/089892906775250067
J of Congnitive Neuroscience,18,2006,1,Prefrontal Activity and Diagnostic Monitoring of Memory Retrieval: fMRI of the Criterial Recollection Task,,Gallo et al_Prefrontal Activity and Diagnostic Monitoring of Memory Retrieval fMRI of the Criterial Recollection Task_2006.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/089892906775250049,https://doi.org/10.1162/089892906775250049
J of Congnitive Neuroscience,19,2007,1,Network Modeling of Adult Neurogenesis: Shifting Rates of Neuronal Turnover Optimally Gears Network Learning according to Novelty Gradient,,Chambers & Conroy_Network Modeling of Adult Neurogenesis Shifting Rates of Neuronal Turnover Optimally Gears Network Learning according to Novelty Gradient_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.1,https://doi.org/10.1162/jocn.2007.19.1.1
J of Congnitive Neuroscience,19,2007,1,The Role of the Lateral Prefrontal Cortex and Anterior Cingulate in Stimulus-Response Association Reversals,,Parris et al_The Role of the Lateral Prefrontal Cortex and Anterior Cingulate in Stimulus-Response Association Reversals_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.13,https://doi.org/10.1162/jocn.2007.19.1.13
J of Congnitive Neuroscience,19,2007,1,Brain Response to Unexpected Novel Noises in Children with Low and High Trait Anxiety,,Hogan et al_Brain Response to Unexpected Novel Noises in Children with Low and High Trait Anxiety_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.25,https://doi.org/10.1162/jocn.2007.19.1.25
J of Congnitive Neuroscience,19,2007,1,Selective Attention Supports Working Memory Maintenance by Modulating Perceptual Processing of Distractors,,Sreenivasan & Jha_Selective Attention Supports Working Memory Maintenance by Modulating Perceptual Processing of Distractors_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.32,https://doi.org/10.1162/jocn.2007.19.1.32
J of Congnitive Neuroscience,19,2007,1,The Neural Substrate of Human Empathy: Effects of Perspective-taking and Cognitive Appraisal,,Lamm et al_The Neural Substrate of Human Empathy Effects of Perspective-taking and Cognitive Appraisal_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.42,https://doi.org/10.1162/jocn.2007.19.1.42
J of Congnitive Neuroscience,19,2007,1,Genetic Variations of the NR3A Subunit of the NMDA Receptor Modulate Prefrontal Cerebral Activity in Humans,,Gallinat et al_Genetic Variations of the NR3A Subunit of the NMDA Receptor Modulate Prefrontal Cerebral Activity in Humans_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.59,https://doi.org/10.1162/jocn.2007.19.1.59
J of Congnitive Neuroscience,19,2007,1,Activation of Right Inferior Frontal Gyrus during Response Inhibition across Response Modalities,,Chikazoe et al_Activation of Right Inferior Frontal Gyrus during Response Inhibition across Response Modalities_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.69,https://doi.org/10.1162/jocn.2007.19.1.69
J of Congnitive Neuroscience,19,2007,1,Manipulating the Experienced Onset of Intention after Action Execution,,Lau et al_Manipulating the Experienced Onset of Intention after Action Execution_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.81,https://doi.org/10.1162/jocn.2007.19.1.81
J of Congnitive Neuroscience,19,2007,1,Illusory Contours Do Not Pass through the “Blind Spot”,,Maertens & Pollmann_Illusory Contours Do Not Pass through the “Blind Spot”_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.91,https://doi.org/10.1162/jocn.2007.19.1.91
J of Congnitive Neuroscience,19,2007,1,“Sequence Agnosia” in Bálint's Syndrome: Defects in Visuotemporal Processing after Bilateral Parietal Damage,,Malcolm & Barton_“Sequence Agnosia” in Bálint's Syndrome Defects in Visuotemporal Processing after Bilateral Parietal Damage_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.102,https://doi.org/10.1162/jocn.2007.19.1.102
J of Congnitive Neuroscience,19,2007,1,Temporal Order is Coded Temporally in the Brain: Early Event-related Potential Latency Shifts Underlying Prior Entry in a Cross-modal Temporal Order Judgment Task,,Vibell et al_Temporal Order is Coded Temporally in the Brain Early Event-related Potential Latency Shifts Underlying Prior Entry in a Cross-modal Temporal Order J_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.109,https://doi.org/10.1162/jocn.2007.19.1.109
J of Congnitive Neuroscience,19,2007,1,Expectancy Induces Dynamic Modulation of Corticospinal Excitability,,van Elswijk et al_Expectancy Induces Dynamic Modulation of Corticospinal Excitability_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.121,https://doi.org/10.1162/jocn.2007.19.1.121
J of Congnitive Neuroscience,19,2007,1,"Too Many Trees to See the Forest: Performance, Event-related Potential, and Functional Magnetic Resonance Imaging Manifestations of Integrative Congenital Prosopagnosia",,"Bentin et al_Too Many Trees to See the Forest Performance, Event-related Potential, and Functional Magnetic Resonance Imaging Manifestations of Integrative Congen_2007.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.132,https://doi.org/10.1162/jocn.2007.19.1.132
J of Congnitive Neuroscience,19,2007,1,The Role of the Cerebellum in Subsecond Time Perception: Evidence from Repetitive Transcranial Magnetic Stimulation,,Lee et al_The Role of the Cerebellum in Subsecond Time Perception Evidence from Repetitive Transcranial Magnetic Stimulation_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.147,https://doi.org/10.1162/jocn.2007.19.1.147
J of Congnitive Neuroscience,19,2007,1,Distinction between Perceptual and Attentional Processing in Working Memory Tasks: A Study of Phase-locked and Induced Oscillatory Brain Dynamics,,Deiber et al_Distinction between Perceptual and Attentional Processing in Working Memory Tasks A Study of Phase-locked and Induced Oscillatory Brain Dynamics_2007.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2007.19.1.158,https://doi.org/10.1162/jocn.2007.19.1.158
J of Congnitive Neuroscience,20,2008,1,Neuroimaging Studies of Mental Rotation: A Meta-analysis and Review,,Zacks_Neuroimaging Studies of Mental Rotation A Meta-analysis and Review_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20013,https://doi.org/10.1162/jocn.2008.20013
J of Congnitive Neuroscience,20,2008,1,Effects of Varying the Experimental Design of a Cognitive Control Paradigm on Behavioral and Functional Imaging Outcome Measures,,Goghari & MacDonald_Effects of Varying the Experimental Design of a Cognitive Control Paradigm on Behavioral and Functional Imaging Outcome Measures_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20007,https://doi.org/10.1162/jocn.2008.20007
J of Congnitive Neuroscience,20,2008,1,Simultanagnosia: When a Rose Is Not Red,,Coslett & Lie_Simultanagnosia When a Rose Is Not Red_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20002,https://doi.org/10.1162/jocn.2008.20002
J of Congnitive Neuroscience,20,2008,1,Interactive Processing of Timbre Dimensions: An Exploration with Event-related Potentials,,Caclin et al_Interactive Processing of Timbre Dimensions An Exploration with Event-related Potentials_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20001,https://doi.org/10.1162/jocn.2008.20001
J of Congnitive Neuroscience,20,2008,1,Inhibition of Return Arises from Inhibition of Response Processes: An Analysis of Oscillatory Beta Activity,,Pastötter et al_Inhibition of Return Arises from Inhibition of Response Processes An Analysis of Oscillatory Beta Activity_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20010,https://doi.org/10.1162/jocn.2008.20010
J of Congnitive Neuroscience,20,2008,1,Lexical Plasticity in Early Bilinguals Does Not Alter Phoneme Categories: I. Neurodynamical Modeling,,Larsson et al_Lexical Plasticity in Early Bilinguals Does Not Alter Phoneme Categories I. Neurodynamical Modeling_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20004,https://doi.org/10.1162/jocn.2008.20004
J of Congnitive Neuroscience,20,2008,1,Neural and Behavioral Evidence for Affective Priming from Unconsciously Perceived Emotional Facial Expressions and the Influence of Trait Anxiety,,Li et al_Neural and Behavioral Evidence for Affective Priming from Unconsciously Perceived Emotional Facial Expressions and the Influence of Trait Anxiety_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20006,https://doi.org/10.1162/jocn.2008.20006
J of Congnitive Neuroscience,20,2008,1,Dissociable Roles of the Superior Temporal Sulcus and the Intraparietal Sulcus in Joint Attention: A Functional Magnetic Resonance Imaging Study,,Materna et al_Dissociable Roles of the Superior Temporal Sulcus and the Intraparietal Sulcus in Joint Attention A Functional Magnetic Resonance Imaging Study_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20008,https://doi.org/10.1162/jocn.2008.20008
J of Congnitive Neuroscience,20,2008,1,To Ignore or Explore: Top–Down Modulation of Novelty Processing,,Chong et al_To Ignore or Explore Top–Down Modulation of Novelty Processing_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20003,https://doi.org/10.1162/jocn.2008.20003
J of Congnitive Neuroscience,20,2008,1,Linking Cortical Spike Pattern Codes to Auditory Perception,,Walker et al_Linking Cortical Spike Pattern Codes to Auditory Perception_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20012,https://doi.org/10.1162/jocn.2008.20012
J of Congnitive Neuroscience,20,2008,1,Bilingual and Monolingual Brains Compared: A Functional Magnetic Resonance Imaging Investigation of Syntactic Processing and a Possible “Neural Signature” of Bilingualism,,Kovelman et al_Bilingual and Monolingual Brains Compared A Functional Magnetic Resonance Imaging Investigation of Syntactic Processing and a Possible “Neural Signat_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20011,https://doi.org/10.1162/jocn.2008.20011
J of Congnitive Neuroscience,20,2008,1,The Role of the Right Cerebral Hemisphere in Processing Novel Metaphoric Expressions: A Transcranial Magnetic Stimulation Study,,Pobric et al_The Role of the Right Cerebral Hemisphere in Processing Novel Metaphoric Expressions A Transcranial Magnetic Stimulation Study_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20005,https://doi.org/10.1162/jocn.2008.20005
J of Congnitive Neuroscience,20,2008,1,Using Neuroimaging to Resolve the Psi Debate,,Moulton & Kosslyn_Using Neuroimaging to Resolve the Psi Debate_2008.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.20009,https://doi.org/10.1162/jocn.2008.20009
J of Congnitive Neuroscience,21,2009,1,Effects of Age on the Neural Correlates of Retrieval Cue Processing are Modulated by Task Demands,,Duverne et al_Effects of Age on the Neural Correlates of Retrieval Cue Processing are Modulated by Task Demands_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21001,https://doi.org/10.1162/jocn.2009.21001
J of Congnitive Neuroscience,21,2009,1,Attentional Selection of Multiple Goal Positions Before Rapid Hand Movement Sequences: An Event-related Potential Study,,Baldauf & Deubel_Attentional Selection of Multiple Goal Positions Before Rapid Hand Movement Sequences An Event-related Potential Study_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21021,https://doi.org/10.1162/jocn.2008.21021
J of Congnitive Neuroscience,21,2009,1,What is “Odd” in Posner's Location-cueing Paradigm? Neural Responses to Unexpected Location and Feature Changes Compared,,Vossel et al_What is “Odd” in Posner's Location-cueing Paradigm Neural Responses to Unexpected Location and Feature Changes Compared_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21003,https://doi.org/10.1162/jocn.2009.21003
J of Congnitive Neuroscience,21,2009,1,Induced Gamma-band Activity Elicited by Visual Representation of Unattended Objects,,Martinovic et al_Induced Gamma-band Activity Elicited by Visual Representation of Unattended Objects_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21004,https://doi.org/10.1162/jocn.2009.21004
J of Congnitive Neuroscience,21,2009,1,Cortical Activation Patterns during Long-term Memory Retrieval of Visually or Haptically Encoded Objects and Locations,,Stock et al_Cortical Activation Patterns during Long-term Memory Retrieval of Visually or Haptically Encoded Objects and Locations_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21006,https://doi.org/10.1162/jocn.2009.21006
J of Congnitive Neuroscience,21,2009,1,In the Eye of the Beholder: Individual Differences in Perceived Social Isolation Predict Regional Brain Activation to Social Stimuli,,Cacioppo et al_In the Eye of the Beholder Individual Differences in Perceived Social Isolation Predict Regional Brain Activation to Social Stimuli_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21007,https://doi.org/10.1162/jocn.2009.21007
J of Congnitive Neuroscience,21,2009,1,Two Types of Action Error: Electrophysiological Evidence for Separable Inhibitory and Sustained Attention Neural Mechanisms Producing Error on Go/No-go Tasks,,O'Connell et al_Two Types of Action Error Electrophysiological Evidence for Separable Inhibitory and Sustained Attention Neural Mechanisms Producing Error on GoNo-g_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21008,https://doi.org/10.1162/jocn.2009.21008
J of Congnitive Neuroscience,21,2009,1,Distinct Neurophysiological Mechanisms Mediate Mixing Costs and Switch Costs,,Wylie et al_Distinct Neurophysiological Mechanisms Mediate Mixing Costs and Switch Costs_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21009,https://doi.org/10.1162/jocn.2009.21009
J of Congnitive Neuroscience,21,2009,1,Brain Imaging and Brain Privacy: A Realistic Concern?,,Farah et al_Brain Imaging and Brain Privacy A Realistic Concern_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21010,https://doi.org/10.1162/jocn.2009.21010
J of Congnitive Neuroscience,21,2009,1,Reward and Social Valuation Deficits following Ventromedial Prefrontal Damage,,Moretti et al_Reward and Social Valuation Deficits following Ventromedial Prefrontal Damage_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21011,https://doi.org/10.1162/jocn.2009.21011
J of Congnitive Neuroscience,21,2009,1,The Lateral and Ventromedial Prefrontal Cortex Work as a Dynamic Integrated System: Evidence from fMRI Connectivity Analysis,,Longe et al_The Lateral and Ventromedial Prefrontal Cortex Work as a Dynamic Integrated System Evidence from fMRI Connectivity Analysis_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21012,https://doi.org/10.1162/jocn.2009.21012
J of Congnitive Neuroscience,21,2009,1,Violation of Expectation: Neural Correlates Reflect Bases of Prediction,,Bubic et al_Violation of Expectation Neural Correlates Reflect Bases of Prediction_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21013,https://doi.org/10.1162/jocn.2009.21013
J of Congnitive Neuroscience,21,2009,1,On-line Orthographic Influences on Spoken Language in a Semantic Task,,Pattamadilok et al_On-line Orthographic Influences on Spoken Language in a Semantic Task_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21014,https://doi.org/10.1162/jocn.2009.21014
J of Congnitive Neuroscience,21,2009,1,Fine-tuned: Phonology and Semantics Affect First- to Second-language Zooming In,,Elston-Güttler & Gunter_Fine-tuned Phonology and Semantics Affect First- to Second-language Zooming In_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21015,https://doi.org/10.1162/jocn.2009.21015
J of Congnitive Neuroscience,21,2009,1,The Attentional Blink Modulates Activity in the Early Visual Cortex,,Hein et al_The Attentional Blink Modulates Activity in the Early Visual Cortex_2009.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21026,https://doi.org/10.1162/jocn.2008.21026
J of Congnitive Neuroscience,22,2010,1,Dynamic Cultural Influences on Neural Representations of the Self,,Chiao et al_Dynamic Cultural Influences on Neural Representations of the Self_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21192,https://doi.org/10.1162/jocn.2009.21192
J of Congnitive Neuroscience,22,2010,1,Attention-spreading Based on Hierarchical Spatial Representations for Connected Objects,,Kasai_Attention-spreading Based on Hierarchical Spatial Representations for Connected Objects_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21158,https://doi.org/10.1162/jocn.2008.21158
J of Congnitive Neuroscience,22,2010,1,Fast Forward: Supramarginal Gyrus Stimulation Alters Time Measurement,,Wiener et al_Fast Forward Supramarginal Gyrus Stimulation Alters Time Measurement_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21191,https://doi.org/10.1162/jocn.2009.21191
J of Congnitive Neuroscience,22,2010,1,"Discrete Object Representation, Attention Switching, and Task Difficulty in the Parietal Lobe",,"Cusack et al_Discrete Object Representation, Attention Switching, and Task Difficulty in the Parietal Lobe_2010.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21194,https://doi.org/10.1162/jocn.2009.21194
J of Congnitive Neuroscience,22,2010,1,Beyond Hemispheric Dominance: Brain Regions Underlying the Joint Lateralization of Language and Arithmetic to the Left Hemisphere,,Pinel & Dehaene_Beyond Hemispheric Dominance Brain Regions Underlying the Joint Lateralization of Language and Arithmetic to the Left Hemisphere_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21184,https://doi.org/10.1162/jocn.2009.21184
J of Congnitive Neuroscience,22,2010,1,Monitoring in Language Perception: Mild and Strong Conflicts Elicit Different ERP Patterns,,van de Meerendonk et al_Monitoring in Language Perception Mild and Strong Conflicts Elicit Different ERP Patterns_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21170,https://doi.org/10.1162/jocn.2008.21170
J of Congnitive Neuroscience,22,2010,1,Shared Mapping of Own and Others' Bodies in Visuotactile Bimodal Area of Monkey Parietal Cortex,,Ishida et al_Shared Mapping of Own and Others' Bodies in Visuotactile Bimodal Area of Monkey Parietal Cortex_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21185,https://doi.org/10.1162/jocn.2009.21185
J of Congnitive Neuroscience,22,2010,1,Cross-cultural Reading the Mind in the Eyes: An fMRI Investigation,,Adams et al_Cross-cultural Reading the Mind in the Eyes An fMRI Investigation_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21187,https://doi.org/10.1162/jocn.2009.21187
J of Congnitive Neuroscience,22,2010,1,In Search of Recollection and Familiarity Signals in the Hippocampus,,Wais et al_In Search of Recollection and Familiarity Signals in the Hippocampus_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21190,https://doi.org/10.1162/jocn.2009.21190
J of Congnitive Neuroscience,22,2010,1,ERP Evidence for Rapid Hedonic Evaluation of Logos,,Handy et al_ERP Evidence for Rapid Hedonic Evaluation of Logos_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21180,https://doi.org/10.1162/jocn.2008.21180
J of Congnitive Neuroscience,22,2010,1,Sexual Dimorphism in the Parietal Substrate Associated with Visuospatial Cognition Independent of General Intelligence,,Hänggi et al_Sexual Dimorphism in the Parietal Substrate Associated with Visuospatial Cognition Independent of General Intelligence_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21175,https://doi.org/10.1162/jocn.2008.21175
J of Congnitive Neuroscience,22,2010,1,High-resolution fMRI of Content-sensitive Subsequent Memory Responses in Human Medial Temporal Lobe,,Preston et al_High-resolution fMRI of Content-sensitive Subsequent Memory Responses in Human Medial Temporal Lobe_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21195,https://doi.org/10.1162/jocn.2009.21195
J of Congnitive Neuroscience,22,2010,1,Numerical Values Leave a Semantic Imprint on Associated Signs in Monkeys,,Diester & Nieder_Numerical Values Leave a Semantic Imprint on Associated Signs in Monkeys_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21193,https://doi.org/10.1162/jocn.2009.21193
J of Congnitive Neuroscience,22,2010,1,Common Anatomical and External Coding for Hands and Feet in Tactile Attention: Evidence from Event-related Potentials,,Heed & Röder_Common Anatomical and External Coding for Hands and Feet in Tactile Attention Evidence from Event-related Potentials_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2008.21168,https://doi.org/10.1162/jocn.2008.21168
J of Congnitive Neuroscience,22,2010,1,Perception of Face Parts and Face Configurations: An fMRI Study,,Liu et al_Perception of Face Parts and Face Configurations An fMRI Study_2010.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21203,https://doi.org/10.1162/jocn.2009.21203
J of Congnitive Neuroscience,23,2011,1,The Prefrontal Cortex Modulates Category Selectivity in Human Extrastriate Cortex,,Miller et al_The Prefrontal Cortex Modulates Category Selectivity in Human Extrastriate Cortex_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21516,https://doi.org/10.1162/jocn.2010.21516
J of Congnitive Neuroscience,23,2011,1,Failure to Engage Spatial Working Memory Contributes to Age-related Declines in Visuomotor Learning,,Anguera et al_Failure to Engage Spatial Working Memory Contributes to Age-related Declines in Visuomotor Learning_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21451,https://doi.org/10.1162/jocn.2010.21451
J of Congnitive Neuroscience,23,2011,1,Does Sleep Promote False Memories?,,Darsaud et al_Does Sleep Promote False Memories_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21448,https://doi.org/10.1162/jocn.2010.21448
J of Congnitive Neuroscience,23,2011,1,To Choose or to Avoid: Age Differences in Learning from Positive and Negative Feedback,,Eppinger & Kray_To Choose or to Avoid Age Differences in Learning from Positive and Negative Feedback_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21364,https://doi.org/10.1162/jocn.2009.21364
J of Congnitive Neuroscience,23,2011,1,Neuroaesthetics: A Coming of Age Story,,Chatterjee_Neuroaesthetics A Coming of Age Story_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21457,https://doi.org/10.1162/jocn.2010.21457
J of Congnitive Neuroscience,23,2011,1,"Identifying the What, Why, and How of an Observed Action: An fMRI Study of Mentalizing and Mechanizing during Action Observation",,"Spunt et al_Identifying the What, Why, and How of an Observed Action An fMRI Study of Mentalizing and Mechanizing during Action Observation_2011.pdf",https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21446,https://doi.org/10.1162/jocn.2010.21446
J of Congnitive Neuroscience,23,2011,1,Semantic Congruence Enhances Memory of Episodic Associations: Role of Theta Oscillations,,Atienza et al_Semantic Congruence Enhances Memory of Episodic Associations Role of Theta Oscillations_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21358,https://doi.org/10.1162/jocn.2009.21358
J of Congnitive Neuroscience,23,2011,1,Dissociable Brain Mechanisms Underlying the Conscious and Unconscious Control of Behavior,,van Gaal et al_Dissociable Brain Mechanisms Underlying the Conscious and Unconscious Control of Behavior_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21431,https://doi.org/10.1162/jocn.2010.21431
J of Congnitive Neuroscience,23,2011,1,Neural Correlates of Abstract Verb Processing,,Rodríguez-Ferreiro et al_Neural Correlates of Abstract Verb Processing_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21414,https://doi.org/10.1162/jocn.2010.21414
J of Congnitive Neuroscience,23,2011,1,The Emergence of Perceived Position in the Visual System,,Fischer et al_The Emergence of Perceived Position in the Visual System_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21417,https://doi.org/10.1162/jocn.2010.21417
J of Congnitive Neuroscience,23,2011,1,Perceptual Basis of Redundancy Gains in Visual Pop-out Search,,Töllner et al_Perceptual Basis of Redundancy Gains in Visual Pop-out Search_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21422,https://doi.org/10.1162/jocn.2010.21422
J of Congnitive Neuroscience,23,2011,1,A Neurocomputational Model of Dopamine and Prefrontal–Striatal Interactions during Multicue Category Learning by Parkinson Patients,,Moustafa & Gluck_A Neurocomputational Model of Dopamine and Prefrontal–Striatal Interactions during Multicue Category Learning by Parkinson Patients_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21420,https://doi.org/10.1162/jocn.2010.21420
J of Congnitive Neuroscience,23,2011,1,Assembly and Use of New Task Rules in Fronto-parietal Cortex,,Dumontheil et al_Assembly and Use of New Task Rules in Fronto-parietal Cortex_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21439,https://doi.org/10.1162/jocn.2010.21439
J of Congnitive Neuroscience,23,2011,1,Neural Correlates of Foreign-language Learning in Childhood: A 3-Year Longitudinal ERP Study,,Ojima et al_Neural Correlates of Foreign-language Learning in Childhood A 3-Year Longitudinal ERP Study_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21425,https://doi.org/10.1162/jocn.2010.21425
J of Congnitive Neuroscience,23,2011,1,Effects of Aging on Hippocampal and Anterior Temporal Activations during Successful Retrieval of Memory for Face–Name Associations,,Tsukiura et al_Effects of Aging on Hippocampal and Anterior Temporal Activations during Successful Retrieval of Memory for Face–Name Associations_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21476,https://doi.org/10.1162/jocn.2010.21476
J of Congnitive Neuroscience,23,2011,1,The Functional and Neural Mechanism of Action Preparation: Roles of EBA and FFA in Voluntary Action Control,,Kühn et al_The Functional and Neural Mechanism of Action Preparation Roles of EBA and FFA in Voluntary Action Control_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21418,https://doi.org/10.1162/jocn.2010.21418
J of Congnitive Neuroscience,23,2011,1,Cross-modal Interactions during Perception of Audiovisual Speech and Nonspeech Signals: An fMRI Study,,Hertrich et al_Cross-modal Interactions during Perception of Audiovisual Speech and Nonspeech Signals An fMRI Study_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2010.21421,https://doi.org/10.1162/jocn.2010.21421
J of Congnitive Neuroscience,23,2011,1,Effects of Feature-selective and Spatial Attention at Different Stages of Visual Processing,,Andersen et al_Effects of Feature-selective and Spatial Attention at Different Stages of Visual Processing_2011.pdf,https://www.mitpressjournals.org/doi/pdf/10.1162/jocn.2009.21328,https://doi.org/10.1162/jocn.2009.21328
